Student_ID,SSC_Percentage,HSC_Percentage,Degree_Percentage,Entrance_Exam_Score,CGPA,Technical_Skill_Score,Soft_Skill_Score,Internship_Count,Live_Projects,Work_Experience_Months,Certifications,Attendance_Percentage,History_of_Backlogs,Placement_Status,Salary_Package_LPA
STU4037,77.55,83.83,87.97,88.74,9.57,83.09,90.62,2,2,0,1,85.81,0,Placed,9.66
STU4038,64.07,72.98,55.31,49.43,6.54,60.94,58.07,0,1,0,0,76.18,2,Not Placed,0
STU4039,65.80,55.42,60.72,58.22,7.04,63.56,71.97,1,1,0,0,66.29,2,Not Placed,0
STU4040,90.18,78.68,93.05,92.41,7.63,86.28,86.85,3,4,0,2,95.99,0,Placed,7.80
STU4041,84.00,83.85,91.45,80.29,8.68,90.38,72.50,1,3,0,1,93.42,0,Placed,9.07
STU4042,56.46,58.19,50.55,58.32,6.59,66.52,74.94,0,1,0,0,66.99,2,Not Placed,0
STU4043,77.58,92.49,76.73,75.42,8.34,91.43,82.26,0,1,0,0,94.89,0,Placed,7.72
STU4044,91.73,85.82,88.07,67.41,8.66,83.60,82.51,1,4,0,1,92.47,0,Placed,8.92
STU4045,73.98,78.60,72.76,76.07,8.13,89.46,72.59,3,0,9,2,81.80,0,Placed,8.11
STU4046,84.59,78.52,83.82,80.21,9.11,79.28,79.56,2,3,0,1,81.09,0,Placed,8.81
STU4047,70.56,72.84,61.10,55.66,7.20,61.17,71.91,0,1,0,0,76.42,0,Not Placed,0
STU4048,74.97,85.29,85.69,85.04,8.63,86.76,85.96,2,0,0,1,82.85,0,Placed,9.59
STU4049,92.92,76.64,73.85,89.17,7.79,83.40,72.05,0,3,0,2,86.86,0,Placed,5.76
STU4050,88.32,87.71,87.70,72.35,8.91,76.90,72.92,0,0,0,0,84.49,0,Placed,7.99
STU4051,93.31,70.68,79.96,78.03,8.84,93.00,81.05,0,1,0,0,82.22,0,Placed,8.01
STU4052,72.05,71.79,68.70,46.54,5.87,54.61,60.81,0,1,0,0,69.43,1,Not Placed,0
STU4053,93.72,90.76,78.38,72.66,9.58,93.00,88.70,0,1,0,0,88.75,0,Placed,9.08
STU4054,56.83,51.82,56.14,67.17,6.08,63.19,50.87,0,1,0,0,70.63,2,Not Placed,0
STU4055,70.37,87.75,76.03,88.54,7.98,85.12,79.88,2,0,10,0,85.81,0,Placed,7.43
STU4056,74.53,57.78,50.21,46.80,6.76,56.32,51.93,1,0,0,0,60.63,1,Not Placed,0
STU4057,52.14,64.17,68.00,41.64,5.77,50.88,73.33,0,0,0,0,74.45,2,Not Placed,0
STU4058,70.89,68.97,50.18,51.15,6.07,56.71,52.62,1,1,0,0,66.48,1,Not Placed,0
STU4059,56.99,64.76,71.21,64.25,7.78,51.92,64.49,0,0,0,0,76.60,0,Not Placed,0
STU4060,70.27,69.54,63.95,58.74,7.05,68.52,74.63,1,0,0,0,70.01,1,Not Placed,0
STU4061,86.26,93.20,85.02,67.12,9.18,81.97,82.35,0,0,0,1,98.42,0,Placed,9.25
STU4062,80.79,92.42,91.82,72.97,8.82,84.68,80.62,1,1,0,1,97.77,0,Placed,8.56
STU4063,67.16,74.95,53.11,48.69,6.01,65.15,68.85,1,1,0,0,65.77,0,Not Placed,0
STU4064,93.51,73.15,93.35,68.61,9.73,81.40,71.05,3,1,2,2,98.71,0,Placed,10.37
STU4065,84.57,87.20,92.02,91.60,8.63,84.38,70.02,2,0,0,1,96.21,0,Placed,8.27
STU4066,83.37,70.07,74.07,85.75,8.22,80.54,83.49,1,1,6,1,82.50,0,Placed,7.51
STU4067,88.77,92.29,80.22,78.18,8.28,90.04,87.21,2,0,0,0,91.56,0,Placed,8.44
STU4068,74.34,61.12,59.37,68.87,7.07,55.58,73.84,0,0,0,0,69.49,1,Not Placed,0
STU4069,58.63,64.62,68.28,41.90,5.71,62.04,54.71,1,0,0,0,66.98,2,Not Placed,0
STU4070,72.07,88.57,89.66,74.36,7.55,87.10,76.42,1,2,0,2,98.99,0,Placed,7.12
STU4071,84.85,79.78,81.41,85.54,9.79,89.12,83.30,3,4,0,1,80.02,0,Placed,11.69
STU4072,64.18,62.14,55.21,49.10,7.63,53.76,66.92,1,0,0,0,71.12,0,Not Placed,0
STU4073,73.47,83.78,74.72,84.75,8.85,89.55,86.48,0,3,6,0,96.90,0,Placed,7.85
STU4074,65.23,73.86,69.43,45.16,5.71,54.79,63.14,0,1,0,0,76.27,1,Not Placed,0
STU4075,88.44,94.72,78.62,82.16,9.62,86.32,82.73,2,1,0,0,88.01,0,Placed,11.16
STU4076,69.25,67.65,61.42,58.23,7.66,55.81,65.81,1,1,0,0,65.13,0,Not Placed,0
STU4077,56.11,67.52,59.39,69.23,5.87,67.58,62.63,0,0,0,0,78.57,1,Not Placed,0
STU4078,55.46,62.42,52.11,61.72,7.26,53.08,72.70,1,1,0,0,78.24,1,Not Placed,0
STU4079,71.60,73.82,94.61,79.45,7.96,88.37,82.50,2,2,0,1,89.86,0,Placed,7.74
STU4080,73.15,50.16,67.72,56.39,6.51,58.46,56.46,0,1,0,0,68.25,1,Not Placed,0
STU4081,89.67,82.28,90.90,82.91,8.09,86.91,75.13,1,1,0,0,91.61,0,Placed,7.58
STU4082,78.53,92.50,94.64,92.15,8.26,85.07,71.29,2,1,0,1,80.15,0,Placed,8.03
STU4083,91.03,81.23,84.43,72.10,8.47,89.63,73.60,0,3,0,2,96.56,0,Placed,7.20
STU4084,88.94,71.66,77.85,69.05,8.47,86.47,88.13,1,4,0,1,98.81,0,Placed,8.99
STU4085,70.39,75.95,78.33,78.97,8.68,89.90,93.23,0,3,0,0,90.66,0,Placed,8.20
STU4086,81.77,84.14,79.34,93.18,7.54,78.65,92.20,0,0,0,2,80.67,0,Placed,5.34
STU4087,89.97,82.96,76.21,77.28,9.00,94.95,84.17,3,3,0,2,88.41,0,Placed,9.49
STU4088,81.87,74.22,85.72,65.96,9.65,80.74,76.33,3,1,0,0,87.02,0,Placed,11.33
STU4089,68.82,73.64,71.41,55.63,7.44,53.47,71.54,1,0,0,0,73.30,0,Not Placed,0
STU4090,74.70,76.11,84.33,70.60,8.14,76.53,77.30,1,3,0,0,87.04,0,Placed,7.51
STU4091,78.15,87.08,82.59,71.42,9.37,83.80,84.80,0,3,0,1,84.36,0,Placed,9.60
STU4092,88.17,77.18,83.02,80.30,9.84,92.28,80.02,2,2,0,0,95.57,0,Placed,10.85
STU4093,80.33,84.84,90.71,87.09,9.70,90.38,94.06,0,0,0,0,88.13,0,Placed,9.94
STU4094,79.59,82.07,78.14,82.71,8.17,80.32,87.92,3,0,4,2,98.72,0,Placed,8.66
STU4095,57.45,72.79,56.80,43.50,6.73,55.37,62.45,0,1,0,0,73.68,2,Not Placed,0
STU4096,80.91,86.10,92.78,70.49,8.77,81.77,90.40,0,0,0,2,93.28,0,Placed,8.39
STU4097,65.24,52.25,56.78,53.93,7.48,61.54,53.80,1,1,0,0,68.46,0,Not Placed,0
STU4098,62.70,74.35,61.53,57.09,5.93,65.68,58.54,1,1,0,0,72.25,1,Not Placed,0
STU4099,63.01,56.87,69.23,52.70,6.04,66.88,67.88,1,1,0,0,65.88,2,Not Placed,0
STU4100,70.40,74.06,86.10,91.13,9.88,79.64,83.64,2,2,0,0,84.70,0,Placed,11.68
STU4101,93.69,81.13,76.87,78.16,9.06,75.48,71.95,3,3,0,1,86.06,0,Placed,9.81
STU4102,84.39,72.78,87.89,85.78,8.96,91.69,71.49,3,0,0,2,89.76,0,Placed,9.35
STU4103,72.38,82.02,81.62,94.30,7.56,77.56,93.89,2,4,3,1,84.73,0,Placed,7.44
STU4104,58.61,56.17,73.67,45.79,6.22,67.27,58.58,1,1,0,0,66.27,2,Not Placed,0
STU4105,78.22,70.89,87.44,93.17,8.76,77.00,93.41,1,3,0,2,88.03,0,Placed,8.62
STU4106,71.89,74.93,61.69,45.37,5.58,50.72,74.87,0,1,0,0,60.62,0,Not Placed,0
STU4107,64.60,62.75,67.36,68.75,6.66,51.04,51.16,1,1,0,0,63.56,2,Not Placed,0
STU4108,77.68,72.36,84.66,78.33,9.88,93.50,75.73,1,0,0,0,83.61,0,Placed,10.58
STU4109,78.77,85.58,92.85,85.63,8.30,75.68,79.57,1,0,0,1,97.71,0,Placed,7.30
STU4110,76.40,91.65,72.83,93.80,8.53,91.75,82.25,1,0,10,1,82.67,0,Placed,7.80
STU4111,84.71,87.49,79.39,87.51,7.65,92.54,83.61,3,1,0,0,94.34,0,Placed,8.76
STU4112,64.25,60.68,51.09,67.35,5.64,66.76,71.41,1,1,0,0,67.82,2,Not Placed,0
STU4113,83.01,88.77,88.81,65.71,7.69,87.44,89.62,0,3,0,1,86.02,0,Placed,6.79
STU4114,63.30,72.89,54.67,54.44,5.82,59.60,69.72,1,0,0,0,71.44,0,Not Placed,0
STU4115,69.02,50.44,50.92,41.52,6.93,62.29,55.87,0,0,0,0,70.12,2,Not Placed,0
STU4116,67.11,54.12,66.47,49.87,7.11,66.86,53.46,1,0,0,0,60.69,0,Not Placed,0
STU4117,53.10,60.96,58.37,56.54,5.63,58.40,68.29,1,0,0,0,60.21,2,Not Placed,0
STU4118,77.93,84.75,86.25,65.99,9.02,79.77,84.51,1,1,0,2,83.57,0,Placed,9.10
STU4119,53.15,58.83,57.42,53.00,6.16,57.97,68.84,1,1,0,0,70.18,1,Not Placed,0
STU4120,70.65,81.65,71.37,66.48,8.00,94.60,75.16,1,2,5,1,98.73,0,Placed,7.39
STU4121,73.77,71.91,80.69,67.31,7.61,77.55,70.13,3,3,0,2,86.61,0,Placed,7.74
STU4122,57.96,73.59,55.65,58.97,5.72,51.51,55.02,1,1,0,0,61.56,0,Not Placed,0
STU4123,94.27,93.06,89.27,80.09,8.22,90.65,93.89,0,0,0,1,83.82,0,Placed,6.62
STU4124,53.65,61.93,61.31,54.01,5.69,61.53,63.41,0,1,0,0,78.94,0,Not Placed,0
STU4125,94.68,78.23,82.88,85.09,8.80,76.93,78.36,0,3,7,0,81.42,0,Placed,8.65
STU4126,92.57,75.64,86.32,66.31,9.48,88.24,92.30,2,2,0,1,98.88,0,Placed,9.29
STU4127,85.23,85.49,84.91,74.01,8.66,91.79,92.66,0,1,0,2,96.21,0,Placed,7.55
STU4128,72.36,74.79,94.34,73.90,7.70,86.98,84.53,3,3,0,0,91.09,0,Placed,7.70
STU4129,82.05,89.20,79.90,90.25,9.80,90.03,85.04,0,4,0,2,96.77,0,Placed,9.73
STU4130,74.53,77.07,89.92,85.42,9.30,80.01,94.64,0,0,0,1,96.87,0,Placed,8.75
STU4131,72.87,64.68,51.17,64.90,6.41,67.22,74.90,1,1,0,0,74.61,1,Not Placed,0
STU4132,92.67,79.18,74.71,75.79,9.36,90.46,85.40,1,1,0,0,93.00,0,Placed,9.46
STU4133,70.95,72.00,80.80,78.49,7.67,90.31,77.87,1,4,0,2,80.43,0,Placed,6.28
STU4134,76.38,85.21,86.85,77.09,8.67,85.06,75.49,3,2,0,1,82.04,0,Placed,10.46
STU4135,81.45,93.07,73.32,85.12,9.22,94.51,81.47,3,2,0,2,81.58,0,Placed,10.82
STU4136,76.17,92.91,94.82,82.67,8.24,89.63,70.63,0,4,0,0,94.27,0,Placed,7.63
STU4137,92.09,78.33,74.21,80.13,9.38,89.79,71.82,1,1,0,2,94.45,0,Placed,10.16
STU4138,80.54,73.91,85.08,68.99,8.83,91.60,82.16,0,4,0,0,81.22,0,Placed,7.40
STU4139,71.23,50.76,56.42,68.72,7.03,55.37,59.92,1,0,0,0,69.66,0,Not Placed,0
STU4140,94.16,79.42,85.76,68.44,8.25,82.30,82.12,0,0,0,0,91.86,0,Placed,7.64
STU4141,70.73,71.85,74.32,68.26,5.56,58.96,72.17,0,1,0,0,63.40,0,Not Placed,0
STU4142,87.68,77.92,90.73,84.58,8.03,79.64,70.51,2,1,0,1,93.79,0,Placed,8.75
STU4143,63.89,67.71,65.75,53.55,6.15,56.16,55.69,1,1,0,0,76.93,1,Not Placed,0
STU4144,84.76,91.11,85.71,93.04,8.13,90.91,75.19,1,3,0,2,95.22,0,Placed,7.47
STU4145,54.24,70.25,54.87,56.84,5.79,58.85,50.28,0,1,0,0,76.86,0,Not Placed,0
STU4146,84.82,91.93,74.22,90.24,8.21,94.32,80.20,2,2,0,2,86.49,0,Placed,7.88
STU4147,63.22,63.74,58.34,58.77,7.87,66.67,54.76,1,0,0,0,77.24,0,Placed,6.54
STU4148,76.23,78.99,73.15,88.21,8.94,80.64,93.32,3,1,0,2,83.90,0,Placed,9.10
STU4149,88.58,93.78,80.26,65.15,7.73,93.78,93.40,1,3,0,2,95.56,0,Placed,6.44
STU4150,66.61,50.15,74.67,63.65,6.22,60.45,52.36,0,1,0,0,63.95,0,Not Placed,0
STU4151,78.54,84.30,89.36,86.42,9.35,94.39,75.25,3,2,0,1,94.19,0,Placed,11.17
STU4152,71.50,71.93,67.73,51.20,7.60,67.47,57.54,0,0,0,0,65.79,0,Not Placed,0
STU4153,60.63,63.14,66.64,40.91,7.15,61.36,62.56,0,0,0,0,63.63,1,Not Placed,0
STU4154,82.11,74.58,73.92,92.27,8.87,76.71,90.37,3,2,0,0,87.69,0,Placed,10.36
STU4155,83.05,78.40,93.38,90.57,9.09,92.43,73.09,2,2,0,0,90.49,0,Placed,9.29
STU4156,73.09,50.56,54.56,50.32,7.06,50.63,56.70,1,1,0,0,60.15,0,Not Placed,0
STU4157,70.91,94.17,86.18,74.17,8.99,83.16,84.67,0,0,0,0,87.01,0,Placed,8.66
STU4158,71.06,58.55,60.54,68.84,5.64,62.65,59.10,0,0,0,0,72.77,2,Not Placed,0
STU4159,63.08,73.41,53.57,60.16,6.85,63.13,58.71,0,0,0,0,68.45,2,Not Placed,0
STU4160,65.70,54.20,68.00,54.99,6.32,59.03,55.78,1,0,0,0,64.62,2,Not Placed,0
STU4161,76.10,91.10,71.84,74.80,8.09,79.05,78.96,0,0,9,2,88.78,0,Placed,6.26
STU4162,50.32,59.60,64.86,62.20,6.60,68.59,61.66,1,0,0,0,70.74,2,Not Placed,0
STU4163,81.77,90.03,84.12,65.47,8.82,88.11,90.61,0,1,0,2,83.52,0,Placed,7.36
STU4164,80.11,70.13,86.19,88.67,9.89,80.00,78.02,0,3,0,1,87.05,0,Placed,10.18
STU4165,74.96,90.79,81.07,79.84,9.77,87.57,73.26,0,4,0,2,83.48,0,Placed,9.46
STU4166,66.01,69.60,55.79,44.61,7.43,54.14,65.26,1,0,0,0,75.29,1,Not Placed,0
STU4167,86.00,81.73,78.42,88.41,9.77,79.75,74.21,3,3,0,1,83.79,0,Placed,11.92
STU4168,75.04,87.91,71.96,84.73,8.82,79.61,76.39,0,1,0,1,82.78,0,Placed,8.69
STU4169,90.04,80.84,72.63,82.02,9.57,77.74,80.04,3,2,0,0,96.82,0,Placed,11.75
STU4170,90.59,87.23,76.74,65.44,7.56,82.20,70.11,0,3,0,1,81.54,0,Placed,5.97
STU4171,77.94,91.86,71.29,80.17,7.82,83.38,81.94,3,2,0,0,85.19,0,Placed,7.97
STU4172,59.28,70.61,68.14,60.61,7.57,55.59,74.54,1,0,0,0,71.89,0,Not Placed,0
STU4173,86.44,89.74,81.05,76.55,8.11,85.94,73.69,2,0,9,1,83.86,0,Placed,7.40
STU4174,90.35,83.36,78.79,92.35,9.66,78.93,93.65,3,3,0,2,97.38,0,Placed,11.56
STU4175,54.31,50.16,52.44,58.11,6.38,51.16,59.45,0,0,0,0,64.70,1,Not Placed,0
STU4176,72.87,93.27,89.31,89.70,7.61,88.18,77.02,1,0,0,0,96.72,0,Placed,7.22
STU4177,52.30,64.97,53.77,63.31,7.85,55.63,59.22,0,0,0,0,69.43,0,Not Placed,0
STU4178,74.82,56.44,71.72,69.81,6.33,56.30,50.76,0,1,0,0,74.92,1,Not Placed,0
STU4179,82.04,89.50,77.47,84.92,9.23,78.44,81.13,2,1,6,1,96.88,0,Placed,10.08
STU4180,84.78,78.53,82.99,79.75,8.11,79.25,78.13,2,2,0,2,83.78,0,Placed,9.16
STU4181,64.37,60.95,58.22,48.08,7.82,68.25,57.47,0,1,0,0,76.31,1,Not Placed,0
STU4182,76.37,92.32,93.24,87.39,8.56,78.47,92.65,3,1,11,1,86.66,0,Placed,8.53
STU4183,69.92,62.01,71.91,54.12,7.43,59.55,66.37,1,0,0,0,67.22,2,Not Placed,0
STU4184,82.01,72.79,70.92,88.73,8.48,75.47,75.78,3,3,0,1,84.42,0,Placed,9.17
STU4185,92.89,79.96,86.38,88.66,8.15,88.81,79.80,0,4,5,0,96.89,0,Placed,6.56
STU4186,75.14,93.14,79.34,90.81,8.93,89.89,94.38,3,0,0,0,88.81,0,Placed,9.38
STU4187,81.80,85.29,83.59,94.20,7.94,90.80,91.24,3,2,0,2,94.69,0,Placed,7.85
STU4188,85.99,70.84,87.75,66.65,7.68,94.43,84.79,2,3,0,2,82.28,0,Placed,6.53
STU4189,88.97,92.91,85.48,92.12,9.02,79.28,94.44,3,1,0,2,87.80,0,Placed,10.05
STU4190,85.39,80.74,88.88,75.75,9.08,83.72,87.69,1,0,0,2,93.58,0,Placed,8.26
STU4191,90.73,94.52,82.88,84.42,8.52,90.65,75.23,1,3,0,2,97.18,0,Placed,7.72
STU4192,61.70,51.06,72.06,42.88,6.22,59.78,70.99,1,0,0,0,65.10,2,Not Placed,0
STU4193,80.53,74.54,91.03,74.96,9.71,92.97,75.20,0,1,5,1,96.19,0,Placed,9.87
STU4194,68.41,65.03,64.94,48.65,7.04,59.12,52.54,0,0,0,0,70.06,0,Not Placed,0
STU4195,92.46,87.26,86.80,89.99,9.40,80.12,75.31,1,1,0,1,97.55,0,Placed,10.57
STU4196,54.11,73.08,57.97,41.89,6.05,67.16,52.18,1,0,0,0,64.58,2,Not Placed,0
STU4197,54.19,70.37,68.40,64.47,7.28,57.52,62.00,0,0,0,0,63.01,1,Not Placed,0
STU4198,82.22,92.73,89.98,81.69,9.21,94.79,86.85,0,2,0,2,91.13,0,Placed,8.19
STU4199,64.17,66.27,65.40,60.33,6.27,53.23,71.09,0,1,0,0,64.03,1,Not Placed,0
STU4200,71.65,82.48,92.18,66.75,8.85,81.46,81.07,2,1,0,2,80.11,0,Placed,10.18
STU4201,59.97,63.59,52.28,54.54,5.96,63.94,50.36,1,0,0,0,63.31,0,Not Placed,0
STU4202,71.86,70.83,94.69,82.84,9.29,83.80,92.46,3,1,0,2,91.74,0,Placed,10.62
STU4203,94.41,79.76,89.68,83.62,8.31,76.38,90.34,1,3,0,2,91.97,0,Placed,7.41
STU4204,85.18,88.30,85.47,67.70,8.42,94.44,72.25,1,3,0,1,92.66,0,Placed,8.78
STU4205,88.98,82.72,90.55,93.00,9.70,93.47,88.28,1,2,0,0,80.46,0,Placed,10.09
STU4206,91.27,85.91,75.05,80.18,8.85,85.92,93.13,2,4,0,1,80.88,0,Placed,9.45
STU4207,66.46,53.92,71.71,54.22,5.98,64.92,51.10,0,1,0,0,76.25,0,Not Placed,0
STU4208,74.48,87.58,94.95,93.05,8.85,93.29,76.26,2,3,6,0,89.37,0,Placed,9.07
STU4209,93.95,70.76,93.23,91.13,8.46,93.33,89.62,2,4,0,1,91.89,0,Placed,8.95
STU4210,75.88,93.43,70.38,66.36,7.83,83.22,89.48,3,4,0,2,86.38,0,Placed,7.50
STU4211,70.03,90.39,84.04,89.40,8.03,88.13,75.13,0,2,0,0,95.49,0,Placed,7.69
STU4212,70.03,71.31,87.34,78.22,7.82,77.48,91.27,1,0,2,1,85.09,0,Placed,7.79
STU4213,52.19,68.66,52.85,60.30,6.14,68.48,65.79,1,0,0,0,70.51,1,Not Placed,0
STU4214,74.60,76.32,71.46,92.89,8.15,94.02,72.53,3,1,0,1,91.08,0,Placed,8.51
STU4215,66.38,69.90,59.84,57.39,6.74,50.89,50.53,0,0,0,0,66.30,1,Not Placed,0
STU4216,92.84,77.22,73.13,84.71,8.73,90.51,71.48,3,3,0,1,82.59,0,Placed,9.55
STU4217,78.09,91.06,73.62,82.38,9.57,85.00,76.98,3,2,0,0,96.67,0,Placed,11.59
STU4218,61.31,61.03,74.22,49.43,6.96,67.55,68.19,0,0,0,0,66.11,1,Not Placed,0
STU4219,74.51,81.21,71.94,85.03,9.06,86.08,94.61,0,4,0,1,81.52,0,Placed,8.43
STU4220,64.64,74.64,54.11,59.06,5.56,59.66,65.46,0,1,0,0,64.43,1,Not Placed,0
STU4221,75.03,78.80,80.11,85.76,9.16,76.90,72.54,2,3,0,1,80.81,0,Placed,10.34
STU4222,90.87,81.34,93.75,79.71,8.25,83.21,81.84,2,0,3,1,89.79,0,Placed,7.79
STU4223,66.65,70.72,67.32,65.33,7.80,58.15,67.88,0,1,0,0,77.37,0,Not Placed,0
STU4224,56.20,51.98,69.08,40.88,7.09,50.37,66.08,1,0,0,0,76.09,0,Not Placed,0
STU4225,72.31,86.48,86.20,93.39,8.06,92.40,86.32,3,3,0,1,80.83,0,Placed,7.79
STU4226,80.78,83.87,92.67,86.93,8.04,86.89,71.44,2,0,0,0,82.21,0,Placed,8.98
STU4227,82.08,74.97,84.65,87.97,7.77,88.73,84.81,0,2,0,1,91.67,0,Placed,6.47
STU4228,79.77,80.10,93.46,68.42,8.82,86.56,84.34,3,3,6,2,84.43,0,Placed,9.34
STU4229,59.25,71.96,70.15,57.44,6.34,50.93,53.13,0,1,0,0,70.79,1,Not Placed,0
STU4230,76.68,75.56,90.82,85.01,8.61,79.78,70.53,2,0,7,2,91.92,0,Placed,8.35
STU4231,81.21,94.12,72.35,70.14,9.40,75.51,72.64,1,4,0,1,94.78,0,Placed,9.77
STU4232,88.53,90.05,88.60,86.93,9.74,94.19,89.30,3,2,7,1,81.97,0,Placed,10.84
STU4233,74.34,88.60,83.05,81.69,8.10,92.10,76.18,1,4,0,2,88.45,0,Placed,7.32
STU4234,51.26,54.12,52.54,43.69,6.78,57.99,64.64,1,1,0,0,77.57,2,Not Placed,0
STU4235,82.40,70.47,80.20,94.89,7.51,85.79,77.00,1,2,0,0,91.65,0,Placed,6.82
STU4236,94.47,82.70,76.42,92.67,9.09,82.41,73.22,3,3,0,2,80.94,0,Placed,9.37
STU4237,71.29,83.31,89.47,93.26,8.39,89.43,80.02,1,3,0,2,91.08,0,Placed,7.40
STU4238,75.10,91.13,86.04,71.44,8.85,75.71,87.26,1,0,0,0,85.27,0,Placed,8.44
STU4239,64.19,71.21,65.69,50.12,7.51,69.20,59.52,1,0,0,0,68.20,0,Placed,7.20
STU4240,70.20,70.87,86.51,66.91,8.07,81.75,93.53,3,3,0,2,84.06,0,Placed,8.48
STU4241,74.90,86.98,70.63,80.13,9.22,84.12,86.64,1,0,6,0,94.57,0,Placed,9.70
STU4242,50.35,70.13,69.64,55.91,7.40,53.84,61.88,1,0,0,0,69.70,1,Not Placed,0
STU4243,70.60,92.76,77.27,73.47,7.75,83.84,83.04,0,4,7,2,89.38,0,Placed,7.51
STU4244,80.21,83.79,78.15,74.53,9.72,82.04,84.64,1,1,0,2,97.84,0,Placed,9.68
STU4245,51.24,58.47,56.23,62.95,5.88,54.29,70.70,0,0,0,0,61.94,2,Not Placed,0
STU4246,84.96,76.97,77.63,71.51,8.28,78.29,71.80,0,0,0,1,96.30,0,Placed,7.12
STU4247,69.65,71.53,51.49,48.67,6.52,69.07,50.88,0,1,0,0,66.88,0,Not Placed,0
STU4248,80.23,70.89,94.14,90.29,7.82,91.18,89.32,3,3,0,1,91.66,0,Placed,8.32
STU4249,68.95,74.25,74.31,45.63,6.09,62.86,69.54,1,0,0,0,75.08,0,Not Placed,0
STU4250,77.38,86.95,73.78,79.78,8.56,75.48,72.85,0,4,0,2,83.51,0,Placed,7.63
STU4251,88.66,79.24,84.08,77.33,9.85,77.81,81.85,3,3,0,0,82.94,0,Placed,11.44
STU4252,63.84,74.02,53.34,42.34,6.61,55.39,50.91,0,0,0,0,77.86,1,Not Placed,0
STU4253,74.28,87.85,74.16,70.87,8.72,83.24,84.78,3,2,8,2,81.91,0,Placed,10.36
STU4254,92.43,71.18,80.99,89.25,7.55,83.84,84.53,3,0,0,1,89.79,0,Placed,8.49
STU4255,70.07,54.05,70.60,41.82,5.80,56.94,51.91,0,1,0,0,63.26,0,Not Placed,0
STU4256,84.59,86.15,84.30,69.92,7.62,84.90,89.29,0,2,0,2,84.89,0,Placed,5.86
STU4257,75.74,93.13,76.22,84.20,8.06,90.77,94.02,2,4,0,0,95.98,0,Placed,8.60
STU4258,73.19,74.58,84.85,79.25,9.57,76.24,88.38,3,2,0,2,80.31,0,Placed,11.17
STU4259,74.33,51.05,60.88,65.26,7.12,52.53,51.94,0,0,0,0,63.25,0,Not Placed,0
STU4260,67.17,62.17,57.48,65.06,5.95,56.35,58.62,0,1,0,0,73.47,1,Not Placed,0
STU4261,52.96,59.66,73.18,45.37,6.85,52.61,55.48,1,0,0,0,71.67,1,Not Placed,0
STU4262,70.41,81.96,94.52,71.64,8.56,91.30,73.24,1,2,0,1,94.49,0,Placed,8.91
STU4263,71.68,93.05,76.73,74.46,8.47,75.32,94.26,3,2,8,2,97.59,0,Placed,9.45
STU4264,70.83,73.98,71.48,55.95,6.99,60.76,74.53,1,1,0,0,60.86,1,Not Placed,0
STU4265,92.21,90.82,75.49,79.17,9.57,82.16,90.38,2,0,0,2,97.75,0,Placed,10.66
STU4266,84.88,75.33,73.09,81.65,9.89,85.09,79.43,2,4,7,2,87.21,0,Placed,11.03
STU4267,77.82,71.04,88.52,83.64,8.60,80.62,76.50,2,3,0,0,97.30,0,Placed,9.01
STU4268,94.46,86.43,80.16,84.52,8.14,87.49,86.67,0,2,0,2,83.77,0,Placed,8.21
STU4269,86.87,94.57,86.08,93.68,9.51,90.45,88.79,2,0,0,0,93.13,0,Placed,9.88
STU4270,75.74,85.00,72.72,71.10,7.68,83.61,90.94,3,3,0,1,86.18,0,Placed,7.69
STU4271,74.36,75.88,71.79,82.98,9.61,77.01,83.73,1,3,0,0,88.17,0,Placed,10.20
STU4272,59.50,56.42,65.78,51.17,7.73,56.55,50.83,0,1,0,0,76.51,2,Not Placed,0
STU4273,60.37,69.33,51.44,67.67,7.86,68.17,55.83,0,1,0,0,72.16,2,Not Placed,0
STU4274,71.26,51.95,52.84,58.07,7.21,66.75,65.92,1,0,0,0,72.82,2,Not Placed,0
STU4275,82.87,85.52,74.02,85.66,8.61,79.48,89.57,0,2,0,0,86.12,0,Placed,7.95
STU4276,74.71,57.94,60.49,61.85,6.05,69.31,67.59,1,0,0,0,63.93,1,Not Placed,0
STU4277,54.33,69.22,60.74,66.29,7.35,63.40,57.45,0,0,0,0,74.53,0,Not Placed,0
STU4278,93.48,85.74,88.63,94.69,9.63,94.09,93.65,2,2,0,1,89.61,0,Placed,10.69
STU4279,87.08,77.14,91.99,83.57,8.25,75.44,79.27,1,4,0,0,88.27,0,Placed,7.76
STU4280,87.44,92.38,91.73,89.99,7.95,76.53,89.77,0,2,0,1,81.11,0,Placed,7.66
STU4281,88.22,87.50,77.19,89.36,8.43,77.88,78.85,3,2,0,1,93.22,0,Placed,8.23
STU4282,71.49,52.80,73.05,40.24,5.96,60.10,62.67,0,1,0,0,77.65,1,Not Placed,0
STU4283,58.38,61.27,52.80,49.42,7.87,64.84,60.84,0,0,0,0,71.08,2,Not Placed,0
STU4284,82.86,81.99,90.05,69.63,8.95,89.19,76.52,2,2,0,1,87.72,0,Placed,8.82
STU4285,90.88,74.46,79.31,80.53,9.82,88.85,81.11,1,0,7,0,88.22,0,Placed,10.68
STU4286,54.71,51.96,51.16,41.52,6.42,64.79,72.93,0,0,0,0,74.93,1,Not Placed,0
STU4287,56.19,72.04,59.73,45.22,5.98,51.70,50.91,0,1,0,0,78.82,2,Not Placed,0
STU4288,68.70,65.50,62.07,42.01,7.86,69.49,59.24,1,0,0,0,64.96,2,Not Placed,0
